originality,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
1,2018,Unsupervised Cipher Cracking Using Discrete GANs,33,17,15,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2018_149_paper.json,1,0,3,2,3,1,0,1,3,2,0,8,2,1,1,0,2,1,1,32,5,0,19,8,2,25,0,7,1,8,1,3,2,0,0,0,1,2,47,131,50,12,3,15,10,7,1
1,2019,Smoothing the Geometry of Probabilistic Box Embeddings,25,10,2,3,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Oral),Accepted,7,8,8,7.67,good,ICLR_2019_9_paper.json,3,0,0,0,1,2,2,3,1,0,0,4,0,0,0,0,1,0,5,22,4,0,15,2,1,31,2,8,3,8,0,1,0,0,0,1,1,2,49,128,57,0,6,16,14,22,4
0,2017,Autoencoding Variational Inference For Topic Models,33,5,1,2,7,0,0,0,1,0,2,1,0,0,0,0,2,0,2,0,1,0,0,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2017_65_paper.json,1,1,11,1,2,0,3,8,0,0,0,1,0,0,0,0,1,0,1,30,3,0,27,7,1,35,0,8,2,10,0,0,0,1,0,2,2,4,30,132,347,37,64,77,93,80,37
1,2019,Opportunistic Learning: Budgeted Cost-Sensitive Learning from Data Streams,33,7,9,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_285_paper.json,0,2,3,1,4,1,1,5,0,1,0,1,1,0,0,0,1,2,2,25,2,1,23,7,0,41,1,14,3,9,0,0,3,0,2,0,0,1,40,147,20,0,8,5,3,7,2
1,2020,Learning transport cost from subset correspondence,42,12,3,0,6,6,0,1,2,0,0,0,0,0,0,1,4,0,0,1,1,0,4,2,Accept (Poster),Accepted,3,6,8,5.67,good,ICLR_2020_378_paper.json,2,0,6,3,2,2,2,1,0,1,0,4,0,0,0,0,0,3,3,29,3,2,34,10,1,45,1,18,1,16,2,1,5,2,0,0,5,0,83,229,8,0,1,1,2,4,0
1,2018,SEARNN: Training RNNs with global-local losses,35,12,0,3,4,2,0,0,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,5,7,6.67,good,ICLR_2018_68_paper.json,1,0,7,1,1,3,3,6,5,2,0,8,2,0,3,0,3,0,6,51,4,0,52,19,5,66,3,24,4,15,1,3,2,4,0,1,8,10,68,289,46,14,9,7,9,5,0
1,2018,Noisy Networks For Exploration,44,16,9,0,7,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,Accept (Poster),Accepted,5,7,6,6,good,ICLR_2018_165_paper.json,2,0,3,2,0,1,0,3,0,0,1,4,0,0,0,0,3,2,4,25,5,1,17,18,0,28,2,12,1,1,2,0,4,0,1,0,2,3,73,170,633,88,154,148,133,111,31
0,2019,Predicting the Generalization Gap in Deep Networks with Margin Distributions,31,14,13,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,5,9,6.67,good,ICLR_2019_199_paper.json,0,0,1,2,2,3,2,6,1,2,0,5,0,1,2,0,0,0,6,33,0,4,21,3,0,34,2,20,5,8,0,0,3,0,0,3,1,0,60,164,148,3,22,39,45,39,13
0,2020,Measuring the Reliability of Reinforcement Learning Algorithms,33,9,8,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Spotlight),Accepted,8,8,6,7.33,good,ICLR_2020_600_paper.json,1,0,1,3,1,1,0,8,0,0,0,0,0,0,2,0,0,2,3,22,3,4,24,6,0,57,5,16,2,1,1,0,0,0,2,1,1,0,40,163,45,0,2,9,16,22,6
0,2020,Bayesian Meta Sampling for Fast Uncertainty Adaptation,57,24,6,9,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,3,5,good,ICLR_2020_270_paper.json,2,0,1,7,4,4,16,10,1,0,0,9,0,0,2,0,1,1,4,62,6,4,19,25,3,47,4,22,1,17,0,0,1,0,4,1,2,2,70,228,9,0,0,1,5,3,3
0,2018,Learning Discrete Weights Using the Local Reparameterization Trick,16,7,0,5,5,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2018_168_paper.json,1,0,2,1,2,2,1,7,0,0,0,7,1,0,1,0,3,0,0,28,0,1,15,2,0,37,1,13,2,12,1,2,0,1,2,0,3,4,36,132,79,11,20,17,23,9,5
0,2017,Transfer of View-manifold Learning to Similarity Perception of Novel Objects,35,16,3,0,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Accept (Poster),Accepted,5,6,7,6,good,ICLR_2017_31_paper.json,0,0,3,1,2,2,0,7,0,0,0,1,0,0,1,0,1,0,2,20,3,3,20,11,2,42,2,12,2,9,2,2,3,3,2,0,5,2,30,155,10,2,5,2,0,0,0
1,2019,Optimistic mirror descent in saddle-point problems: Going the extra (gradient) mile,59,25,0,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,7,6,5,6,good,ICLR_2019_90_paper.json,2,3,5,1,2,6,1,2,2,1,0,2,0,0,6,0,0,0,8,41,3,1,30,7,5,66,0,9,1,7,1,0,1,0,0,0,3,1,129,264,212,10,41,54,61,,
0,2020,Probability Calibration for Knowledge Graph Embedding Models,43,13,5,1,3,6,5,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_399_paper.json,2,0,2,2,2,0,3,3,0,0,0,4,1,0,1,0,0,1,5,26,5,2,23,7,0,27,2,9,1,9,0,2,1,1,0,1,1,2,29,122,23,0,0,10,6,9,6
0,2019,Learning to Make Analogies by Contrasting Abstract Relational Structure,39,9,3,0,3,3,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,1,1,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_376_paper.json,1,1,9,1,1,2,0,0,0,1,0,2,0,0,0,0,1,0,0,19,1,0,40,7,0,47,5,8,3,10,0,0,2,1,0,0,3,4,34,165,63,0,12,24,14,15,7
1,2019,Neural Persistence: A Complexity Measure for Deep Neural Networks Using Algebraic Topology,42,16,5,6,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,Accept (Poster),Accepted,7,6,4,5.67,good,ICLR_2019_141_paper.json,0,0,5,3,0,2,0,4,0,0,0,2,0,0,2,0,1,0,5,24,3,3,31,9,3,60,6,12,3,16,1,0,1,0,2,0,1,2,50,203,63,1,11,19,18,17,10
0,2019,Generating Multiple Objects at Spatially Distinct Locations,29,18,3,2,8,2,0,2,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2019_148_paper.json,0,0,2,0,0,0,1,9,1,1,1,8,0,0,0,0,2,1,2,28,0,2,17,15,2,54,1,27,6,16,0,5,1,1,4,0,5,2,42,200,85,1,14,26,25,20,8
0,2020,Four Things Everyone Should Know to Improve Batch Normalization,44,15,5,4,10,2,2,3,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_233_paper.json,1,1,7,1,4,1,1,4,1,1,0,7,1,1,1,0,2,0,4,38,0,2,43,2,1,37,1,4,1,10,2,0,3,2,0,1,2,1,27,139,36,0,0,8,15,14,5
0,2019,Sample Efficient Imitation Learning for Continuous Control,33,6,9,0,3,9,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,Accept (Poster),Accepted,7,5,5,5.67,good,ICLR_2019_81_paper.json,0,1,3,0,6,2,0,5,1,0,0,2,0,1,1,0,1,1,2,26,6,0,17,5,2,27,0,12,2,16,0,0,0,2,1,0,1,4,42,137,50,0,12,17,13,8,1
0,2018,Do GANs learn the distribution? Some Theory and Empirics,16,9,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2018_200_paper.json,0,0,7,0,0,1,1,2,0,0,0,2,0,2,4,0,1,0,1,21,2,1,34,7,1,57,1,10,0,3,2,2,0,2,1,0,1,2,63,189,130,24,34,31,26,17,8
1,2019,Building Dynamic Knowledge Graphs from Text using Machine Reading Comprehension,26,15,8,7,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_299_paper.json,0,1,0,2,0,4,1,2,1,1,0,8,3,0,2,0,1,1,3,30,3,1,8,10,0,30,1,9,5,10,3,1,1,1,3,1,3,2,42,134,63,2,22,22,10,7,1
0,2020,Scalable Neural Methods for Reasoning With a Symbolic Knowledge   Base,37,11,13,0,6,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_134_paper.json,2,0,3,4,2,1,3,5,0,0,0,3,0,1,3,0,3,0,5,35,7,2,39,19,2,48,4,17,2,7,0,0,0,1,1,3,4,1,77,234,39,0,0,7,20,15,1
1,2019,Slalom: Fast Verifiable and Private Execution of Neural Networks in Trusted Hardware,49,30,9,1,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Oral),Accepted,7,7,9,7.67,good,ICLR_2019_20_paper.json,0,2,5,3,0,1,1,4,1,3,0,1,1,1,0,2,2,1,5,33,6,0,47,21,2,58,3,20,2,25,1,3,2,1,1,1,0,2,45,240,247,12,22,76,79,63,17
1,2019,Auxiliary Variational MCMC,22,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_393_paper.json,2,0,6,2,1,3,2,3,0,0,1,2,0,0,0,0,0,1,0,23,1,0,28,9,1,35,0,17,0,12,1,2,0,1,0,0,2,2,35,146,18,1,3,5,5,4,1
1,2018,Automatically Inferring Data Quality for Spatiotemporal Forecasting,30,6,4,3,3,2,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2018_128_paper.json,3,0,3,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,4,18,3,1,16,7,3,41,2,8,0,3,1,1,0,1,1,1,2,1,68,160,5,0,0,2,0,4,1
0,2019,Equi-normalization of Neural Networks,41,10,2,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,5,6.33,good,ICLR_2019_401_paper.json,1,0,6,1,2,5,2,4,0,1,0,8,1,0,0,0,0,1,6,38,0,2,20,9,1,78,5,19,4,11,1,1,0,1,1,1,3,3,72,232,7,0,2,2,1,3,1
0,2019,Active Learning with Partial Feedback,29,5,2,3,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_190_paper.json,0,0,1,0,0,2,3,1,0,1,0,7,0,0,1,0,0,0,0,16,1,0,14,11,0,49,0,13,0,10,0,0,2,0,0,0,1,1,31,133,44,1,5,14,13,14,2
0,2018,Neural Speed Reading via Skim-RNN,27,18,4,10,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2018_150_paper.json,0,0,2,1,1,2,1,4,0,0,0,8,0,0,2,0,4,1,1,27,4,3,33,9,0,36,3,12,0,11,0,1,2,1,0,2,1,4,45,167,61,8,16,16,14,10,2
1,2018,Cascade Adversarial Machine Learning Regularized with a Unified Embedding,11,5,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,5,5.67,good,ICLR_2018_233_paper.json,1,0,2,0,1,1,0,3,2,1,0,2,0,0,1,0,2,1,0,17,1,1,28,14,0,41,2,14,3,20,1,1,1,0,1,1,0,0,26,155,91,21,26,22,9,15,1
1,2019,Deep Skinny Neural Networks are not Universal Approximators,31,8,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,Accept (Poster),Accepted,6,8,7,7,good,ICLR_2019_472_paper.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20,3,1,47,0,2,0,1,2,0,1,3,7,0,0,1,74,168,43,2,4,16,10,11,6
1,2019,Function Space Particle Optimization for Bayesian Neural Networks,59,36,13,6,5,15,1,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_94_paper.json,1,0,11,1,2,3,6,15,0,0,0,2,1,1,2,0,3,4,5,57,7,1,30,11,3,69,8,34,3,26,2,0,0,2,4,0,7,1,97,305,36,1,7,8,13,7,8
0,2020,Graph Convolutional Reinforcement Learning,34,12,8,2,8,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_340_paper.json,3,0,2,3,3,3,1,2,0,0,0,5,1,0,0,0,0,1,4,28,0,2,42,15,0,29,1,11,0,4,0,0,2,1,1,4,0,4,62,178,168,0,12,29,61,73,20
0,2019,Learning to Design RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2019_119_paper.json,1,2,4,4,3,2,2,9,0,0,0,0,1,0,0,0,2,1,3,34,3,6,16,14,3,52,3,15,7,13,1,1,2,2,1,1,0,1,28,169,43,1,5,7,18,10,3
0,2020,Understanding and Improving Information Transfer in Multi-Task Learning,57,16,15,0,2,1,0,1,7,1,3,0,0,0,0,0,0,2,0,1,1,0,0,3,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_414_paper.json,1,2,3,0,1,2,5,13,1,5,0,9,1,0,3,0,1,0,1,48,9,7,16,5,2,142,11,38,8,19,3,0,2,1,1,1,6,1,151,423,30,0,0,13,27,37,11
1,2020,Biologically inspired sleep algorithm for increased generalization and adversarial robustness in deep neural networks,41,8,11,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,Accept (Poster),Accepted,8,6,,7,good,ICLR_2020_286_paper.json,3,1,13,6,0,1,2,1,0,0,0,2,0,2,3,0,0,0,4,38,3,0,31,16,2,62,0,15,1,9,0,0,2,2,2,0,5,1,65,216,15,0,2,1,7,6,1
1,2017,Tighter bounds lead to improved classifiers,12,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,Accept (Poster),Accepted,6,8,4,6,good,ICLR_2017_190_paper.json,1,0,0,0,0,1,0,1,1,0,0,5,1,0,1,0,0,0,2,13,4,1,25,2,0,29,0,4,2,0,2,0,1,0,1,0,2,1,27,101,6,2,1,2,1,0,0
1,2017,Learning to Query Reason and Answer Questions On Ambiguous Texts,23,16,3,4,3,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2017_48_paper.json,0,0,0,1,4,0,1,2,2,0,0,6,0,0,0,0,0,0,3,19,2,0,24,16,2,23,2,3,1,4,1,0,0,0,1,0,1,2,87,169,20,8,2,1,2,5,0
1,2018,Neural Language Modeling by Jointly Learning Syntax and Lexicon,57,22,22,0,4,1,1,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2018_244_paper.json,5,0,5,2,2,0,2,3,0,1,0,3,0,1,2,0,1,0,4,31,5,2,16,14,1,44,0,18,2,7,0,1,1,0,0,0,1,2,70,184,142,12,37,43,33,18,5
0,2019,Sample Efficient Adaptive Text-to-Speech,44,25,10,7,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_469_paper.json,1,0,1,2,3,1,3,4,1,2,0,7,2,0,2,0,2,0,2,33,2,2,22,8,2,36,2,6,3,13,0,1,2,1,3,1,3,1,29,137,101,2,31,21,23,29,9
1,2020,Composing Task-Agnostic Policies with Deep Reinforcement Learning,34,7,9,0,3,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,2,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_261_paper.json,1,0,4,8,4,0,1,7,0,1,0,5,0,0,0,0,2,0,3,36,7,2,10,26,3,25,4,19,2,15,3,0,1,2,3,0,4,3,71,200,20,0,1,4,7,10,3
1,2019,Directed-Info GAIL: Learning Hierarchical Policies from Unsegmented Demonstrations using Directed Information,27,8,5,0,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2019_52_paper.json,0,0,0,2,0,3,0,6,0,2,0,12,0,0,0,0,2,0,2,29,1,2,13,10,0,48,2,12,6,23,0,3,0,3,1,0,7,3,37,171,40,1,9,9,11,12,8
1,2019,Unsupervised Hyper-alignment for Multilingual Word Embeddings,40,15,9,0,5,1,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,1,Accept (Poster),Accepted,5,6,7,6,good,ICLR_2019_186_paper.json,1,1,2,4,1,0,1,5,0,1,0,4,3,0,1,0,1,0,7,32,1,1,15,9,0,32,2,12,4,15,0,0,0,2,0,0,0,1,24,118,54,0,18,17,8,11,0
0,2019,Measuring and regularizing networks in function space,29,7,7,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2019_340_paper.json,0,1,2,4,0,2,0,2,0,0,0,3,0,0,1,0,0,0,3,18,4,0,40,8,3,50,1,11,4,4,0,1,1,0,0,1,2,0,60,190,67,0,11,5,15,37,20
1,2019,The role of over-parametrization in generalization of neural networks,29,16,1,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_123_paper.json,0,0,5,0,1,2,1,4,0,2,1,1,0,1,5,0,0,0,1,24,2,2,9,3,0,61,1,13,3,8,1,0,0,1,2,0,3,3,76,188,420,20,117,199,199,149,52
1,2020,Maxmin Q-learning: Controlling the Estimation Bias of Q-learning,18,5,1,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,3,8,5.67,good,ICLR_2020_13_paper.json,1,1,5,1,1,1,0,2,0,0,0,3,2,0,0,0,0,0,2,19,4,0,25,12,2,70,0,8,2,5,0,0,0,1,3,0,2,0,102,236,85,2,1,14,40,28,9
0,2018,Gaussian Process Behaviour in Wide Deep Neural Networks,27,9,2,2,6,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2018_333_paper.json,0,0,6,3,3,0,2,7,0,0,0,5,1,0,1,0,1,0,2,31,2,2,12,2,3,54,2,15,3,2,2,1,1,0,0,0,4,2,92,199,383,41,66,93,105,83,33
1,2018,Critical Points of Linear Neural Networks: Analytical Forms and Landscape Properties,25,17,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2018_112_paper.json,0,0,1,0,1,2,0,2,1,0,0,9,0,0,16,0,0,0,2,34,6,1,17,4,1,63,3,4,2,3,2,0,0,1,0,0,3,0,102,212,47,7,9,13,11,8,3
1,2019,Variational Bayesian Phylogenetic Inference,39,4,0,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,5,7,6,good,ICLR_2019_312_paper.json,2,0,8,3,3,4,1,6,0,0,0,1,0,0,0,0,1,1,4,34,2,0,21,7,0,35,2,18,2,6,2,0,1,1,0,0,0,2,38,137,7,1,2,3,4,11,2
1,2020,AssembleNet: Searching for Multi-Stream Neural Connectivity in Video Architectures,36,17,3,3,2,2,1,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_140_paper.json,1,0,2,1,3,0,1,3,0,0,0,1,1,0,0,0,1,2,4,20,6,0,15,11,0,46,1,17,4,6,0,1,2,1,0,0,1,0,84,195,78,0,4,24,37,15,5
0,2017,Efficient Representation of Low-Dimensional Manifolds using Deep Networks,27,8,5,0,5,2,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,5,7,6,good,ICLR_2017_182_paper.json,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,10,1,2,17,8,0,100,3,6,2,10,4,0,0,0,0,1,3,1,104,262,39,13,9,2,4,7,2
1,2020,Can gradient clipping mitigate label noise?,92,27,6,2,16,10,1,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,1,7,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_95_paper.json,0,0,9,3,5,5,4,5,1,1,1,4,0,0,2,0,1,0,7,48,1,0,33,5,2,47,2,8,4,2,0,1,0,0,0,1,2,2,72,182,70,0,0,22,28,24,11
1,2019,Understanding Straight-Through Estimator in Training Activation Quantized Neural Nets,44,18,21,0,6,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_352_paper.json,2,0,2,1,1,2,2,2,0,1,0,6,0,0,1,0,1,1,2,24,2,3,20,5,0,47,2,8,1,2,1,1,0,1,1,0,2,1,115,212,143,1,16,44,33,60,20
1,2017,On the Quantitative Analysis of Decoder-Based Generative Models,29,15,3,6,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2017_67_paper.json,3,0,9,1,4,3,4,9,0,0,0,2,0,0,5,0,0,0,4,44,7,3,31,6,2,45,2,19,0,13,0,0,0,7,1,0,1,5,39,181,209,55,32,41,24,11,2
1,2017,Pointer Sentinel Mixture Models,23,13,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,8,8,7.67,good,ICLR_2017_187_paper.json,0,0,4,1,4,0,1,4,1,0,0,5,0,1,0,1,0,2,5,29,1,1,35,13,1,29,0,11,4,1,1,0,3,0,0,0,0,3,62,165,1197,4,40,237,266,290,163
1,2020,Doubly Robust Bias Reduction in Infinite Horizon Off-Policy Estimation,36,15,5,0,5,7,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,8,8,6,7.33,good,ICLR_2020_570_paper.json,0,0,1,1,4,1,1,5,1,2,0,4,1,0,0,0,3,0,3,27,6,2,19,4,3,47,2,17,2,8,2,2,0,0,0,0,3,2,66,185,48,0,1,14,15,20,4
0,2019,Multilingual Neural Machine Translation With Soft Decoupled Encoding,25,9,0,1,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_347_paper.json,1,0,4,2,1,3,4,4,0,3,0,5,2,0,0,0,0,1,2,32,1,2,27,5,2,23,1,19,1,5,0,1,2,1,0,0,0,0,34,124,41,0,10,14,11,7,5
1,2020,DivideMix: Learning with Noisy Labels as Semi-supervised Learning,47,26,0,6,7,11,1,1,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_71_paper.json,1,0,5,2,1,3,3,6,0,2,0,12,1,0,0,0,1,0,1,38,1,2,14,6,3,25,3,15,3,9,1,3,0,1,2,0,1,2,24,115,2,0,6,54,166,210,67
1,2018,Improving the Universality and Learnability of Neural Programmer-Interpreters with Combinator Abstraction,13,6,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,3,7,7,5.67,good,ICLR_2018_286_paper.json,2,1,3,1,0,3,0,5,0,0,0,3,0,1,0,0,0,0,2,21,5,2,41,35,0,45,1,15,2,5,0,1,2,2,2,1,0,2,83,244,13,1,5,3,4,0,1
0,2020,Universal Approximation with Certified Networks,44,32,8,7,7,6,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,8,6,5.67,good,ICLR_2020_372_paper.json,0,0,0,1,2,1,0,0,0,1,0,5,2,0,3,0,2,0,1,18,2,2,6,2,2,36,0,3,0,1,1,0,0,2,0,0,1,2,46,106,15,0,2,3,6,4,3
1,2020,Denoising and Regularization via Exploiting the Structural Bias of Convolutional Generators,38,18,0,3,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_291_paper.json,0,0,0,2,2,1,1,0,0,0,0,2,3,0,5,0,0,0,8,24,3,2,21,12,2,107,2,16,0,6,0,0,1,0,1,0,4,2,129,308,45,0,2,14,17,15,4
0,2020,Difference-Seeking Generative Adversarial Network--Unseen Sample Generation,41,12,1,9,9,2,0,2,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_99_paper.json,0,0,0,5,0,3,2,4,0,0,0,7,4,1,2,0,1,1,5,35,6,1,29,10,1,62,1,14,0,16,1,1,2,2,5,0,2,3,80,236,1,0,0,0,1,2,1
1,2019,Exemplar Guided Unsupervised Image-to-Image Translation with Semantic Consistency,37,23,4,2,4,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,5,8,6.33,good,ICLR_2019_297_paper.json,1,0,4,2,2,3,2,6,0,0,0,14,1,1,0,0,3,1,7,47,4,4,21,11,4,32,0,12,1,9,1,0,1,2,3,1,1,5,43,155,97,8,21,20,31,20,7
1,2019,Latent Convolutional Models,21,8,1,3,2,2,0,2,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_180_paper.json,1,1,4,2,1,3,3,5,0,3,0,0,3,2,2,0,2,2,5,39,1,1,22,8,1,40,2,14,1,8,0,1,1,3,2,3,3,3,37,151,14,1,5,5,2,2,2
0,2020,Defending Against Physically Realizable Attacks on Image Classification,36,22,0,7,4,5,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,8,8,3,6.33,good,ICLR_2020_539_paper.json,1,0,4,5,6,3,5,6,0,1,0,2,1,0,1,0,4,1,3,43,1,3,25,5,2,63,7,25,0,13,0,0,4,2,2,1,0,3,21,177,71,0,0,23,32,18,6
