meaningful_comparison,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
1,2018,Variational Continual Learning,50,19,0,4,14,9,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2018_332_paper.json,2,1,2,5,2,2,3,1,1,2,0,5,1,0,0,0,1,0,3,31,2,2,24,25,1,21,3,33,4,6,0,1,3,2,4,2,2,2,57,194,484,42,106,128,123,95,32
0,2018,Synthesizing realistic neural population activity patterns using Generative Adversarial Networks,47,15,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7,0,Accept (Poster),Accepted,8,4,6,6,good,ICLR_2018_290_paper.json,1,0,9,4,2,2,3,7,6,1,0,4,0,0,2,0,1,0,2,44,1,0,33,13,0,30,0,9,7,6,2,1,2,2,3,1,1,1,49,161,24,4,4,5,8,3,3
0,2020,TabFact: A Large-scale Dataset for Table-based Fact Verification,48,11,5,2,4,0,0,0,0,2,12,3,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_47_paper.json,0,0,6,0,4,6,5,2,0,0,0,2,0,0,1,0,2,1,2,31,3,4,40,14,1,66,4,16,0,5,3,2,0,3,7,0,2,4,59,233,180,0,0,35,76,75,35
1,2019,CAMOU: Learning Physical Vehicle Camouflages to Adversarially Attack Detectors in the Wild,42,31,14,1,0,2,0,4,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,4,8,7,6.33,good,ICLR_2019_319_paper.json,1,0,2,0,2,2,0,3,0,0,0,5,2,1,3,0,0,0,5,26,0,0,40,6,2,68,3,17,1,8,3,1,1,3,3,0,1,0,54,211,51,0,7,8,23,14,5
0,2019,Rigorous Agent Evaluation: An Adversarial Approach to Uncover Catastrophic Failures,56,31,19,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2019_46_paper.json,0,3,6,2,2,2,4,12,0,0,0,2,0,0,1,0,2,1,2,39,7,4,53,11,2,79,4,13,5,10,2,1,1,1,2,1,4,5,62,267,60,2,8,17,21,12,5
0,2020,Diverse Trajectory Forecasting with Determinantal Point Processes,46,10,5,0,6,1,0,4,14,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_18_paper.json,1,0,2,1,3,0,2,5,0,0,1,6,0,1,0,0,1,0,1,24,6,1,24,14,0,41,2,23,1,11,16,1,0,1,0,0,0,2,50,193,81,0,6,18,24,35,8
0,2017,Tighter bounds lead to improved classifiers,12,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,Accept (Poster),Accepted,6,8,4,6,good,ICLR_2017_190_paper.json,1,0,0,0,0,1,0,1,1,0,0,5,1,0,1,0,0,0,2,13,4,1,25,2,0,29,0,4,2,0,2,0,1,0,1,0,2,1,27,101,6,2,1,2,1,0,0
0,2019,Guiding Policies with Language via Meta-Learning,45,20,1,0,1,3,4,0,0,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2019_223_paper.json,1,0,1,2,1,2,1,4,0,0,0,4,0,0,0,0,2,0,4,22,0,2,22,16,1,37,3,22,4,13,0,1,3,3,1,0,0,3,83,214,44,1,10,10,9,15,4
0,2018,Regularizing and Optimizing LSTM Language Models,40,22,19,0,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_220_paper.json,2,0,7,3,1,1,0,3,0,0,0,5,0,1,0,0,2,0,3,28,0,1,28,11,6,21,0,9,2,15,2,2,0,1,2,1,2,3,37,143,934,145,264,247,162,115,31
1,2020,Cross-lingual Alignment vs Joint Training: A Comparative Study and A Simple Unified Framework,62,29,5,4,2,2,0,0,1,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_299_paper.json,0,0,5,1,2,1,2,8,0,1,0,10,4,0,2,0,0,0,0,36,1,2,20,2,1,32,3,23,2,15,3,2,2,8,0,0,3,3,23,145,56,0,0,23,18,16,0
0,2020,Sign Bits Are All You Need for Black-Box Attacks,35,18,15,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_176_paper.json,0,1,8,2,0,2,2,5,1,0,0,7,1,0,4,0,3,0,2,38,1,2,25,20,3,38,3,10,0,8,1,4,1,1,2,6,5,3,51,184,37,0,0,10,12,16,2
0,2020,Generative Ratio Matching Networks,19,4,7,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_159_paper.json,1,0,7,2,1,2,2,3,1,0,0,4,1,0,2,0,0,3,2,31,4,1,26,12,0,41,1,23,1,8,0,1,2,2,2,0,5,10,46,185,7,0,0,2,3,2,2
0,2020,Network Randomization: A Simple Technique for Generalization in Deep Reinforcement Learning,57,25,10,10,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,3,Accept (Poster),Accepted,6,3,8,5.67,good,ICLR_2020_387_paper.json,1,0,2,12,3,2,3,6,1,6,0,7,3,2,0,0,6,2,5,61,1,2,11,15,0,31,4,15,4,18,2,0,1,3,2,1,3,1,40,154,99,0,2,20,46,36,13
0,2020,SCALOR: Generative World Models with Scalable Object Representations,26,8,6,1,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_505_paper.json,1,0,1,3,0,0,1,2,1,0,0,5,0,0,2,0,2,0,2,20,1,2,26,11,3,44,1,16,1,12,3,0,4,5,5,0,5,3,90,232,71,0,2,11,30,33,13
0,2020,Hamiltonian Generative Networks,31,12,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Spotlight),Accepted,6,6,8,6.67,good,ICLR_2020_561_paper.json,1,1,3,2,1,2,0,6,1,0,0,0,1,1,0,0,7,2,2,30,5,0,24,18,1,35,0,8,5,8,1,2,2,0,2,0,7,5,63,186,133,0,8,52,47,30,9
0,2020,Hypermodels for Exploration,21,8,5,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,3,5.67,good,ICLR_2020_457_paper.json,1,1,6,1,0,4,1,1,0,1,0,9,1,0,0,0,2,0,1,29,3,0,29,15,0,62,12,6,1,12,1,0,0,3,0,2,1,2,87,236,25,0,0,7,7,11,7
0,2019,Efficient Training on Very Large Corpora via Gramian Estimation,28,7,0,0,5,1,0,1,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,Accept (Poster),Accepted,8,7,7,7.33,good,ICLR_2019_213_paper.json,1,1,1,3,1,1,1,0,0,1,1,3,0,0,0,0,1,0,3,18,4,1,25,7,2,47,5,14,3,8,0,2,4,0,2,0,4,2,93,223,41,1,10,12,11,7,2
0,2020,SCALOR: Generative World Models with Scalable Object Representations,26,8,6,1,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_505_paper.json,1,0,1,3,0,0,1,2,1,0,0,5,0,0,2,0,2,0,2,20,1,2,26,11,3,44,1,16,1,12,3,0,4,5,5,0,5,3,90,232,71,0,2,11,30,33,13
0,2018,Generalizing Hamiltonian Monte Carlo with Neural Networks,51,8,12,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,6,8,7,good,ICLR_2018_50_paper.json,0,1,7,2,2,4,0,5,3,0,0,4,0,0,0,1,3,0,9,41,1,1,14,4,2,55,0,11,1,7,1,0,1,0,1,0,3,1,46,149,102,14,22,21,31,15,6
0,2019,Information asymmetry in KL-regularized RL,55,23,6,5,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,5,7,6.33,good,ICLR_2019_300_paper.json,1,0,4,3,5,1,2,10,0,0,0,5,0,0,0,0,3,2,4,40,5,5,29,10,2,47,7,15,2,11,0,0,1,1,2,0,2,5,136,280,82,0,17,21,20,26,6
0,2017,TopicRNN: A Recurrent Neural Network with Long-Range Semantic Dependency,34,7,10,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2017_117_paper.json,1,0,1,2,1,1,2,5,0,0,0,3,0,0,0,2,2,4,3,27,4,1,11,4,2,33,0,19,2,3,3,0,0,0,0,0,0,4,58,144,201,39,64,37,30,16,4
0,2020,Emergence of functional and structural properties of the head direction system by optimization of recurrent neural networks,64,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_568_paper.json,0,1,6,1,2,5,0,4,0,0,1,1,0,0,2,0,2,3,6,34,0,2,35,6,3,50,0,1,0,2,2,1,0,0,5,0,0,3,76,186,20,0,1,7,7,4,5
1,2020,Denoising and Regularization via Exploiting the Structural Bias of Convolutional Generators,38,18,0,3,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_291_paper.json,0,0,0,2,2,1,1,0,0,0,0,2,3,0,5,0,0,0,8,24,3,2,21,12,2,107,2,16,0,6,0,0,1,0,1,0,4,2,129,308,45,0,2,14,17,15,4
0,2017,Geometry of Polysemy,26,8,7,0,0,2,0,0,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_174_paper.json,1,0,6,4,2,3,4,9,1,4,0,8,1,0,1,1,1,1,4,51,2,4,32,18,2,57,6,16,0,12,3,0,1,0,3,0,4,1,64,225,18,49,57,59,43,25,7
0,2020,Dream to Control: Learning Behaviors by Latent Imagination,65,27,34,0,5,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_586_paper.json,0,1,3,8,0,5,2,11,1,0,0,9,2,0,0,0,0,0,8,50,1,2,9,15,1,29,1,18,0,6,1,2,1,0,0,1,2,0,21,110,562,1,4,111,212,250,102
1,2020,Learning Heuristics for Quantified Boolean Formulas through Reinforcement Learning,65,21,13,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,8,6,5.67,good,ICLR_2020_189_paper.json,0,0,7,2,2,2,2,3,1,0,0,6,1,1,0,0,3,1,2,33,11,1,47,15,1,62,4,8,2,22,2,0,0,2,0,2,2,7,49,237,35,1,2,9,17,8,0
0,2020,EMPIR: Ensembles of Mixed Precision Deep Networks for Increased Robustness Against Adversarial Attacks,26,5,7,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,1,4.33,good,ICLR_2020_416_paper.json,0,0,7,2,4,0,0,3,0,0,0,3,0,1,0,0,0,0,0,20,4,1,23,9,7,22,2,1,0,13,0,1,5,2,2,0,0,2,27,121,40,0,2,15,12,15,3
0,2020,Learning to Guide Random Search,44,12,0,1,6,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_409_paper.json,2,1,1,2,2,6,2,18,0,1,0,6,0,0,3,0,1,1,1,47,3,4,15,4,3,134,2,28,9,12,0,0,0,1,1,1,1,7,65,290,14,0,0,7,2,6,1
1,2018,Model compression via distillation and quantization,38,24,12,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Accept (Poster),Accepted,7,6,8,7,good,ICLR_2018_87_paper.json,1,2,6,1,1,0,1,6,0,0,1,5,2,0,1,0,1,0,4,32,2,5,23,9,0,68,2,30,4,16,4,1,1,1,3,1,3,2,60,235,461,34,101,117,125,102,36
1,2019,Attention Learn to Solve Routing Problems!,42,21,3,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_137_paper.json,1,0,8,2,3,4,6,14,1,12,0,9,3,0,4,0,6,1,5,79,3,3,19,14,4,95,4,21,7,18,2,2,1,0,4,0,11,4,102,314,510,7,48,117,159,207,73
0,2019,InstaGAN: Instance-aware Image-to-Image Translation,47,33,25,0,7,0,0,2,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2019_500_paper.json,0,0,2,2,0,2,3,5,0,1,1,4,1,0,0,0,0,0,2,23,0,2,8,3,0,54,1,14,1,14,3,1,2,3,2,0,2,5,26,141,117,0,27,46,35,15,6
0,2018,Simulated+Unsupervised Learning With Adaptive Data Generation and Bidirectional Mappings,26,16,0,1,3,4,0,1,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,3,5,good,ICLR_2018_177_paper.json,2,1,2,2,1,1,1,4,1,4,0,6,4,2,1,0,0,0,0,32,3,1,20,8,3,33,3,20,5,8,0,1,2,1,1,0,0,0,30,139,16,1,4,4,3,4,0
0,2017,Soft Weight-Sharing for Neural Network Compression,44,23,17,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_44_paper.json,1,0,2,1,2,1,3,4,0,1,1,5,2,0,3,0,1,0,3,30,3,2,22,7,1,37,3,6,0,6,2,3,1,0,1,0,0,1,51,146,340,78,80,72,53,44,14
0,2020,Mutual Information Gradient Estimation for  Representation Learning,51,10,7,3,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,Accept (Poster),Accepted,8,6,3,5.67,good,ICLR_2020_485_paper.json,1,1,9,2,7,4,0,3,1,0,0,4,1,0,0,0,0,0,5,38,3,1,14,6,2,37,1,6,3,11,0,1,1,0,0,0,0,0,38,124,19,0,0,6,10,3,2
0,2019,Learning deep representations by mutual information estimation and maximization,68,17,23,2,7,4,0,4,3,0,0,0,1,0,0,0,2,0,4,2,0,0,0,4,Accept (Oral),Accepted,7,9,7,7.67,good,ICLR_2019_5_paper.json,2,0,5,4,2,1,2,8,0,2,0,5,1,0,0,0,10,1,8,51,4,2,23,12,1,71,3,19,2,18,1,2,1,1,3,5,3,4,57,232,1631,0,4,23,252,558,162
0,2017,An Actor-Critic Algorithm for Sequence Prediction,46,18,14,2,3,3,0,0,3,0,3,1,0,0,0,0,0,0,2,3,0,1,1,0,Accept (Poster),Accepted,4,8,8,6.67,good,ICLR_2017_188_paper.json,1,0,3,2,1,2,2,14,1,1,0,4,3,0,1,0,3,0,5,43,4,3,19,14,1,43,6,25,2,18,2,2,2,1,4,1,2,4,36,189,2,135,106,95,70,45,23
0,2019,Invariant and Equivariant Graph Networks,38,18,9,0,5,3,1,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,Accept (Poster),Accepted,8,4,9,7,good,ICLR_2019_380_paper.json,1,0,3,0,2,0,1,5,1,3,0,4,1,2,3,0,1,1,3,31,3,1,9,3,1,50,1,13,3,5,0,0,0,0,1,0,1,1,107,199,268,2,37,80,75,88,40
0,2020,VariBAD: A Very Good Method for Bayes-Adaptive Deep RL via Meta-Learning,59,24,2,8,6,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,8,1,5,good,ICLR_2020_445_paper.json,2,1,0,4,4,0,0,3,0,0,0,14,1,1,1,0,2,2,3,38,6,1,39,21,3,56,4,12,3,8,6,3,2,3,0,2,2,6,47,224,140,0,2,41,48,50,21
0,2018,Generative networks as inverse problems with Scattering transforms,18,5,1,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,Accept (Poster),Accepted,7,8,6,7,good,ICLR_2018_172_paper.json,1,0,3,5,0,1,2,1,1,1,0,3,1,0,1,0,0,0,8,28,5,1,17,10,0,21,0,1,1,3,0,0,1,1,0,0,0,1,61,123,26,9,3,6,5,4,0
0,2018,Learning From Noisy Singly-labeled Data,31,9,3,0,8,0,2,1,4,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2018_330_paper.json,0,0,2,1,2,2,1,0,0,0,0,8,2,0,3,0,1,0,0,22,1,2,15,12,4,72,2,11,2,12,1,1,0,2,0,0,2,7,64,210,23,14,28,38,21,22,6
0,2019,Learning to Adapt in Dynamic Real-World Environments through Meta-Reinforcement Learning,58,19,12,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,1,Accept (Poster),Accepted,7,7,2,5.33,good,ICLR_2019_277_paper.json,0,0,4,2,2,2,0,5,0,3,0,3,1,0,2,0,1,0,2,27,1,1,21,18,0,56,2,18,1,13,3,1,2,1,0,0,3,1,28,170,336,7,42,93,107,102,28
0,2020,Bayesian Meta Sampling for Fast Uncertainty Adaptation,57,24,6,9,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,3,5,good,ICLR_2020_270_paper.json,2,0,1,7,4,4,16,10,1,0,0,9,0,0,2,0,1,1,4,62,6,4,19,25,3,47,4,22,1,17,0,0,1,0,4,1,2,2,70,228,9,0,0,1,5,3,3
0,2020,Improving Generalization in Meta Reinforcement Learning using Learned Objectives,61,18,12,11,10,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Accept (Spotlight),Accepted,6,6,8,6.67,good,ICLR_2020_623_paper.json,0,0,6,3,3,0,1,5,1,0,0,7,1,0,1,0,1,0,7,36,1,2,36,15,2,41,1,15,2,12,2,2,1,7,3,3,4,8,44,201,78,0,3,25,29,25,7
0,2019,Sample Efficient Adaptive Text-to-Speech,44,25,10,7,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_469_paper.json,1,0,1,2,3,1,3,4,1,2,0,7,2,0,2,0,2,0,2,33,2,2,22,8,2,36,2,6,3,13,0,1,2,1,3,1,3,1,29,137,101,2,31,21,23,29,9
1,2020,Dynamics-Aware Unsupervised Skill Discovery,67,17,16,1,9,5,1,0,0,0,0,0,0,4,0,0,0,0,1,4,1,0,1,1,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_655_paper.json,0,0,4,2,1,3,1,7,3,0,0,2,0,0,1,0,2,1,4,31,2,2,29,13,2,58,3,23,3,10,1,0,0,1,0,0,3,3,45,198,7,0,2,4,2,2,1
0,2017,Efficient Vector Representation for Documents through Corruption,35,8,9,0,3,5,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2017_29_paper.json,1,0,3,1,3,2,1,7,0,0,0,2,2,0,0,0,1,2,6,31,1,1,26,9,1,31,1,12,1,7,0,3,1,2,2,1,1,3,43,146,107,29,26,17,17,11,2
0,2020,A FRAMEWORK  FOR ROBUSTNESS CERTIFICATION  OF SMOOTHED CLASSIFIERS USING  F-DIVERGENCES,33,14,4,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_366_paper.json,0,0,5,1,1,3,1,5,1,3,0,5,3,0,3,1,1,0,4,37,4,5,27,13,2,92,3,7,1,10,0,0,4,0,5,0,2,1,92,268,47,0,0,19,12,17,5
0,2018,A Neural Representation of Sketch Drawings,27,12,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,Accept (Poster),Accepted,8,8,5,7,good,ICLR_2018_28_paper.json,1,0,0,1,3,1,2,7,1,0,1,8,0,0,1,0,2,1,3,32,2,1,21,7,2,66,0,18,3,10,3,1,0,2,2,0,3,2,40,183,601,96,131,133,122,116,43
0,2020,Keep Doing What Worked: Behavior Modelling Priors for Offline Reinforcement Learning,30,9,4,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_449_paper.json,1,4,6,1,1,3,2,5,0,0,0,1,0,0,2,0,2,1,4,33,1,4,18,10,0,68,4,25,3,13,0,1,0,0,0,1,6,4,48,206,176,0,2,26,69,81,21
0,2019,Learning to Describe Scenes with Programs,23,14,0,5,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,4,6,5.33,good,ICLR_2019_363_paper.json,0,0,0,2,3,1,2,3,0,0,0,3,1,1,0,0,1,0,3,20,0,1,4,5,2,45,2,13,4,23,0,0,0,0,0,0,2,1,25,127,44,0,10,16,12,8,4
0,2019,RotatE: Knowledge Graph Embedding by Relational Rotation in Complex Space,34,11,12,0,3,1,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_222_paper.json,4,0,2,0,2,3,0,8,0,1,0,2,0,1,0,0,2,1,2,28,2,1,23,1,1,39,1,10,0,15,2,3,1,3,4,2,1,1,52,162,964,0,4,102,316,427,149
0,2018,Semi-parametric topological memory for navigation,50,20,0,5,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,Accept (Poster),Accepted,7,3,7,5.67,good,ICLR_2018_140_paper.json,1,0,1,4,2,1,5,5,0,0,0,2,1,0,0,1,4,1,2,30,3,3,30,23,2,49,3,23,3,5,1,0,2,0,4,3,4,4,66,228,0,22,41,64,71,66,10
0,2018,Semantically Decomposing the Latent Spaces of Generative Adversarial Networks,49,27,0,6,8,3,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2018_188_paper.json,0,0,1,3,1,4,0,6,3,0,0,5,1,0,1,0,2,1,1,29,1,0,10,9,0,45,2,12,6,9,1,1,0,3,2,0,1,4,30,136,110,21,28,29,13,11,3
0,2020,Combining Q-Learning and Search with Amortized Value Estimates,55,24,9,4,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_430_paper.json,1,1,3,2,5,3,3,8,1,2,0,6,1,1,1,0,4,1,10,53,3,2,55,33,1,57,5,41,2,18,6,1,4,3,3,0,12,8,95,349,32,0,0,12,14,9,2
0,2019,Learning what you can do before doing anything,56,27,0,10,8,5,1,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_377_paper.json,0,1,5,1,2,3,6,10,0,1,1,8,1,0,4,0,2,1,6,52,0,1,22,5,1,54,7,32,0,19,0,0,2,1,2,0,3,5,33,187,13,0,2,2,7,2,1
0,2018,Don't Decay the Learning Rate Increase the Batch Size,28,17,16,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2018_207_paper.json,0,0,3,0,3,4,3,3,7,0,0,8,1,0,3,0,0,1,3,39,0,0,11,1,1,44,4,8,7,6,0,1,0,0,2,0,2,0,29,116,746,120,156,191,143,145,41
0,2019,Automatically Composing Representation Transformations as a Means for Generalization,112,49,45,1,17,2,1,0,2,0,0,0,0,1,0,1,0,0,2,2,0,1,1,0,Accept (Poster),Accepted,7,9,7,7.67,good,ICLR_2019_33_paper.json,2,0,3,4,1,5,4,1,0,1,0,5,2,0,0,0,3,2,8,41,4,0,24,28,0,47,2,8,0,5,4,1,0,1,2,2,2,5,64,199,58,2,15,18,14,9,4
1,2020,Contrastive Learning of Structured World Models,69,23,22,2,9,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_646_paper.json,0,0,6,2,3,4,2,8,2,1,1,4,1,1,0,1,1,2,9,48,3,2,17,4,1,50,3,22,2,12,7,0,1,1,1,0,2,7,49,184,182,0,1,54,58,70,16
0,2019,Multi-step Retriever-Reader Interaction for Scalable Open-domain Question Answering,51,30,12,10,2,2,1,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_219_paper.json,1,0,7,2,2,1,3,6,0,1,0,3,3,2,0,0,2,0,4,37,3,1,17,18,0,44,2,9,4,12,0,0,1,2,1,1,1,6,43,165,84,1,19,33,20,13,3
0,2020,Jacobian Adversarially Regularized Networks for Robustness,32,17,15,0,4,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_357_paper.json,1,0,8,3,1,1,4,1,0,0,0,7,0,1,4,0,1,0,3,35,1,0,24,10,1,21,0,11,1,10,0,0,3,0,1,4,3,2,13,105,48,0,3,17,13,15,4
1,2018,Deep Voice 3: Scaling Text-to-Speech with Convolutional Sequence Learning,28,15,0,3,4,2,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2018_295_paper.json,0,0,2,2,4,1,0,4,1,2,0,2,1,0,2,0,2,0,5,28,2,1,13,11,1,39,0,9,3,12,2,2,2,1,1,0,1,5,39,144,329,25,70,99,81,66,18
0,2020,Automated curriculum generation through setter-solver interactions,33,14,10,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_83_paper.json,0,1,7,2,2,1,0,2,1,0,0,3,0,1,1,0,4,1,3,29,4,0,47,12,0,37,0,11,3,17,1,1,0,3,1,3,4,1,70,215,22,0,0,3,10,12,1
0,2018,Memory Augmented Control Networks,27,13,11,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,Accept (Poster),Accepted,4,6,9,6.33,good,ICLR_2018_316_paper.json,2,1,1,2,1,2,2,3,0,1,0,6,0,0,3,0,2,1,5,32,2,1,30,26,0,58,2,14,8,19,3,1,3,6,1,0,4,5,119,302,69,18,22,16,7,2,0
0,2020,Estimating Gradients for Discrete Random Variables by Sampling without Replacement,58,18,3,12,8,9,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_540_paper.json,2,2,3,6,2,8,4,16,6,0,1,6,0,0,0,0,3,2,8,69,6,0,21,5,1,66,3,15,0,8,0,0,0,0,0,0,7,2,55,189,40,0,1,17,10,14,1
